Name,Age,Nationality,Overall,Acceleration,Aggression,Agility,Balance,Ball control,Composure,Crossing,Curve,Dribbling,Finishing,Free kick accuracy,GK diving,GK handling,GK kicking,GK positioning,GK reflexes,Heading accuracy,Interceptions,Jumping,Long passing,Long shots,Marking,Penalties,Positioning,Reactions,Short passing,Shot power,Sliding tackle,Sprint speed,Stamina,Standing tackle,Strength,Vision,Volleys,Preferred Positions,Preferred Positions Type
T. Jacobsen,20,Germany,61.0,67.0,67.0,66.0,57.0,63.0,50.0,62.0,28.0,57.0,48.0,33.0,11.0,9.0,12.0,6.0,6.0,45.0,59.0,61.0,56.0,40.0,53.0,43.0,53.0,62.0,62.0,60.0,47.0,71.0,75.0,55.0,67.0,49.0,40.0,LB LM ,Midfielder
J. Allen,22,United States,61.0,64.0,70.0,77.0,70.0,64.0,57.0,49.0,49.0,63.0,54.0,43.0,14.0,11.0,10.0,14.0,10.0,52.0,60.0,72.0,55.0,49.0,45.0,50.0,59.0,60.0,62.0,54.0,59.0,75.0,61.0,59.0,60.0,58.0,39.0,CM CAM LW ,Forward
S. Flinders,31,England,61.0,39.0,28.0,42.0,45.0,18.0,35.0,13.0,16.0,11.0,16.0,11.0,61.0,60.0,55.0,61.0,61.0,14.0,15.0,65.0,32.0,16.0,12.0,23.0,11.0,60.0,27.0,20.0,15.0,29.0,36.0,13.0,68.0,48.0,14.0,GK ,GoalKeeper
Hwang Ji Soo,36,Korea Republic,61.0,56.0,62.0,68.0,75.0,59.0,65.0,57.0,46.0,63.0,31.0,35.0,15.0,12.0,12.0,13.0,14.0,69.0,64.0,72.0,59.0,62.0,62.0,63.0,67.0,56.0,65.0,65.0,52.0,59.0,32.0,60.0,76.0,73.0,55.0,CM CDM ,Midfielder
N. Rehnen,20,Germany,61.0,33.0,19.0,38.0,40.0,19.0,29.0,17.0,18.0,20.0,19.0,18.0,60.0,59.0,57.0,62.0,61.0,15.0,8.0,54.0,19.0,14.0,16.0,16.0,5.0,54.0,26.0,20.0,15.0,39.0,23.0,20.0,57.0,21.0,12.0,GK ,GoalKeeper
V. Zúñiga,21,Mexico,61.0,76.0,31.0,77.0,84.0,60.0,45.0,47.0,46.0,62.0,59.0,41.0,14.0,11.0,11.0,14.0,12.0,49.0,18.0,57.0,48.0,57.0,20.0,48.0,63.0,52.0,57.0,60.0,20.0,77.0,52.0,22.0,40.0,56.0,43.0,RW ,Forward
Lee Sang Min,22,Korea Republic,61.0,65.0,63.0,55.0,74.0,56.0,60.0,37.0,38.0,49.0,22.0,39.0,11.0,9.0,6.0,14.0,7.0,49.0,57.0,57.0,65.0,49.0,50.0,40.0,54.0,59.0,64.0,57.0,46.0,66.0,87.0,49.0,69.0,64.0,33.0,CDM ,Midfielder
S. Seth,19,Nigeria,61.0,70.0,53.0,62.0,84.0,51.0,39.0,43.0,41.0,65.0,34.0,33.0,11.0,10.0,8.0,13.0,11.0,53.0,59.0,61.0,33.0,26.0,65.0,39.0,50.0,64.0,42.0,31.0,62.0,69.0,65.0,68.0,58.0,34.0,30.0,CB RB ,Back
Lee Yang Jong,27,Korea Republic,61.0,49.0,17.0,32.0,43.0,19.0,23.0,14.0,13.0,18.0,14.0,11.0,59.0,57.0,66.0,63.0,60.0,19.0,21.0,55.0,17.0,20.0,16.0,18.0,19.0,55.0,24.0,18.0,11.0,43.0,23.0,20.0,77.0,46.0,20.0,GK ,GoalKeeper
G. Taylor,19,Scotland,61.0,71.0,79.0,75.0,76.0,60.0,61.0,53.0,47.0,55.0,45.0,44.0,9.0,14.0,13.0,12.0,9.0,48.0,42.0,66.0,58.0,39.0,54.0,53.0,49.0,60.0,64.0,51.0,63.0,76.0,75.0,58.0,67.0,52.0,43.0,RB LB ,Back
F. Krogstad,22,Norway,61.0,67.0,53.0,65.0,66.0,63.0,57.0,65.0,67.0,61.0,47.0,66.0,7.0,12.0,10.0,9.0,16.0,41.0,35.0,53.0,61.0,58.0,34.0,58.0,58.0,61.0,63.0,65.0,39.0,69.0,73.0,42.0,65.0,62.0,53.0,RM CM ,Midfielder
M. Bartley,30,England,61.0,56.0,74.0,81.0,65.0,59.0,59.0,53.0,44.0,57.0,45.0,31.0,11.0,14.0,10.0,14.0,16.0,55.0,64.0,68.0,57.0,41.0,61.0,41.0,51.0,64.0,63.0,49.0,62.0,61.0,78.0,65.0,77.0,61.0,52.0,CM ,Midfielder
A. Ramsdale,19,England,61.0,33.0,35.0,45.0,52.0,26.0,39.0,15.0,16.0,28.0,14.0,29.0,62.0,59.0,53.0,58.0,68.0,25.0,12.0,58.0,19.0,19.0,12.0,28.0,5.0,50.0,21.0,35.0,19.0,36.0,35.0,11.0,51.0,41.0,18.0,GK ,GoalKeeper
E. Bytyqi,20,Germany,61.0,85.0,26.0,78.0,73.0,58.0,48.0,55.0,37.0,64.0,62.0,33.0,14.0,7.0,9.0,9.0,9.0,43.0,18.0,80.0,47.0,55.0,16.0,54.0,59.0,61.0,57.0,61.0,18.0,83.0,54.0,17.0,48.0,56.0,45.0,RM ST ,Forward
Q. N'Gakoutou,23,Central African Rep.,61.0,69.0,36.0,74.0,72.0,60.0,51.0,28.0,52.0,62.0,63.0,41.0,12.0,12.0,9.0,13.0,9.0,58.0,11.0,72.0,31.0,64.0,18.0,54.0,60.0,51.0,56.0,61.0,11.0,68.0,59.0,15.0,51.0,56.0,58.0,ST ,Forward
S. Martínez,25,Uruguay,61.0,67.0,70.0,65.0,76.0,61.0,49.0,50.0,59.0,60.0,39.0,48.0,6.0,11.0,12.0,10.0,15.0,53.0,62.0,66.0,62.0,43.0,52.0,54.0,50.0,61.0,64.0,56.0,59.0,68.0,75.0,63.0,72.0,59.0,42.0,CB CM ,Midfielder
Y. Çelik,21,Turkey,61.0,63.0,48.0,57.0,73.0,32.0,41.0,40.0,28.0,27.0,20.0,34.0,11.0,6.0,7.0,13.0,15.0,60.0,65.0,66.0,38.0,24.0,66.0,39.0,27.0,50.0,48.0,39.0,65.0,52.0,64.0,67.0,56.0,31.0,30.0,LB CB ,Back
E. Ham,23,Argentina,61.0,70.0,64.0,65.0,65.0,63.0,41.0,48.0,60.0,64.0,54.0,53.0,15.0,7.0,8.0,9.0,12.0,56.0,61.0,63.0,64.0,48.0,49.0,51.0,49.0,52.0,66.0,58.0,50.0,73.0,74.0,57.0,64.0,52.0,48.0,CDM CM ,Midfielder
C. Kpekawa,21,England,61.0,72.0,54.0,65.0,48.0,56.0,55.0,19.0,58.0,56.0,41.0,31.0,12.0,9.0,13.0,6.0,14.0,55.0,58.0,67.0,55.0,64.0,60.0,47.0,53.0,53.0,53.0,61.0,63.0,72.0,65.0,61.0,75.0,57.0,37.0,CB LB ,Back
Pomareta,22,Spain,61.0,57.0,50.0,34.0,65.0,38.0,52.0,29.0,31.0,35.0,23.0,32.0,13.0,13.0,7.0,7.0,7.0,57.0,54.0,72.0,34.0,40.0,61.0,43.0,33.0,56.0,43.0,53.0,67.0,60.0,54.0,75.0,64.0,34.0,32.0,CDM CB ,Back
M. van de Meulenhof,18,Netherlands,61.0,20.0,20.0,34.0,49.0,18.0,33.0,10.0,13.0,11.0,5.0,11.0,61.0,62.0,60.0,59.0,59.0,13.0,8.0,61.0,20.0,6.0,9.0,14.0,5.0,56.0,27.0,22.0,14.0,26.0,27.0,12.0,33.0,57.0,7.0,GK ,GoalKeeper
J. Thomasen,21,Denmark,61.0,57.0,53.0,62.0,83.0,62.0,60.0,51.0,47.0,60.0,60.0,50.0,13.0,14.0,10.0,13.0,9.0,46.0,57.0,62.0,60.0,57.0,53.0,58.0,59.0,62.0,64.0,65.0,62.0,58.0,60.0,58.0,50.0,58.0,52.0,CM ,Midfielder
J. Dibirgadzhiev,20,Russia,61.0,73.0,45.0,58.0,50.0,58.0,52.0,33.0,42.0,61.0,63.0,38.0,14.0,11.0,8.0,13.0,15.0,70.0,23.0,71.0,36.0,60.0,21.0,55.0,54.0,51.0,49.0,56.0,21.0,69.0,69.0,22.0,74.0,51.0,49.0,ST ,Forward
A. Bordin,18,Italy,61.0,61.0,55.0,63.0,67.0,64.0,58.0,50.0,55.0,60.0,44.0,61.0,9.0,7.0,11.0,14.0,13.0,48.0,45.0,57.0,65.0,56.0,48.0,61.0,49.0,58.0,67.0,65.0,63.0,65.0,48.0,56.0,47.0,63.0,50.0,CM ,Midfielder
J. Balk,23,Netherlands,61.0,32.0,63.0,31.0,33.0,47.0,52.0,39.0,33.0,40.0,30.0,42.0,6.0,10.0,15.0,12.0,9.0,63.0,53.0,33.0,51.0,36.0,62.0,50.0,22.0,52.0,45.0,51.0,54.0,54.0,51.0,62.0,90.0,34.0,34.0,CB ,Back
P. St?pi?ski,22,Poland,61.0,76.0,66.0,73.0,71.0,61.0,51.0,53.0,30.0,63.0,32.0,33.0,13.0,9.0,6.0,13.0,8.0,49.0,52.0,54.0,49.0,34.0,56.0,32.0,46.0,56.0,53.0,31.0,61.0,70.0,80.0,62.0,55.0,66.0,29.0,RB LB ,Back
B. Rotenberg,31,Finland,61.0,67.0,55.0,60.0,53.0,44.0,54.0,56.0,29.0,48.0,42.0,54.0,10.0,13.0,8.0,11.0,9.0,59.0,71.0,57.0,44.0,35.0,60.0,40.0,29.0,56.0,53.0,59.0,65.0,68.0,48.0,66.0,75.0,52.0,36.0,RWB RB ,Back
C. Stockton,23,England,61.0,70.0,33.0,65.0,67.0,53.0,62.0,42.0,36.0,47.0,65.0,28.0,15.0,16.0,12.0,12.0,11.0,60.0,21.0,72.0,36.0,55.0,26.0,59.0,61.0,60.0,43.0,62.0,12.0,71.0,58.0,16.0,74.0,59.0,40.0,ST ,Forward
K. Morris,23,England,61.0,75.0,56.0,82.0,76.0,63.0,62.0,59.0,63.0,67.0,56.0,42.0,16.0,16.0,9.0,12.0,12.0,48.0,47.0,67.0,57.0,66.0,48.0,49.0,53.0,58.0,64.0,67.0,46.0,73.0,74.0,53.0,66.0,58.0,41.0,LM RM CM ,Midfielder
C. Roddan,24,England,61.0,64.0,83.0,63.0,63.0,57.0,57.0,33.0,37.0,53.0,40.0,36.0,6.0,9.0,10.0,15.0,9.0,50.0,62.0,55.0,54.0,37.0,57.0,42.0,48.0,52.0,58.0,54.0,55.0,63.0,77.0,56.0,74.0,53.0,39.0,CM CDM ,Midfielder
J. Cejas,19,Argentina,61.0,72.0,57.0,74.0,78.0,56.0,41.0,50.0,46.0,62.0,55.0,44.0,9.0,7.0,11.0,11.0,13.0,59.0,44.0,55.0,64.0,49.0,34.0,53.0,58.0,55.0,63.0,60.0,48.0,76.0,54.0,43.0,52.0,61.0,44.0,CAM ,Midfielder
F. Al Johani,25,Saudi Arabia,61.0,78.0,56.0,64.0,67.0,58.0,55.0,64.0,47.0,61.0,66.0,53.0,7.0,9.0,7.0,12.0,8.0,53.0,17.0,58.0,37.0,58.0,13.0,64.0,58.0,58.0,52.0,62.0,17.0,77.0,59.0,18.0,73.0,49.0,54.0,ST RM ,Midfielder
J. Rodríguez,24,Colombia,61.0,69.0,51.0,60.0,63.0,58.0,36.0,48.0,34.0,59.0,56.0,41.0,14.0,14.0,9.0,13.0,14.0,42.0,37.0,77.0,62.0,56.0,44.0,37.0,58.0,52.0,63.0,54.0,48.0,67.0,79.0,44.0,66.0,63.0,39.0,CDM CAM ,Midfielder
Grego Sierra,24,Spain,61.0,56.0,56.0,49.0,62.0,56.0,56.0,30.0,26.0,52.0,50.0,39.0,11.0,6.0,7.0,9.0,9.0,48.0,69.0,56.0,59.0,53.0,52.0,33.0,54.0,68.0,63.0,49.0,55.0,59.0,64.0,69.0,70.0,58.0,30.0,CB CM ,Midfielder
S. Horemans,19,Belgium,61.0,65.0,64.0,71.0,70.0,53.0,62.0,32.0,22.0,43.0,21.0,30.0,13.0,11.0,11.0,12.0,8.0,57.0,58.0,70.0,65.0,27.0,59.0,24.0,21.0,57.0,60.0,32.0,64.0,66.0,61.0,63.0,58.0,56.0,23.0,CB ,Back
M. Rhead,33,England,61.0,34.0,80.0,44.0,46.0,61.0,57.0,21.0,35.0,45.0,61.0,32.0,9.0,8.0,12.0,10.0,14.0,72.0,26.0,66.0,27.0,60.0,25.0,65.0,61.0,56.0,54.0,63.0,23.0,40.0,58.0,22.0,94.0,60.0,57.0,CF ST ,Forward
I. Bah,18,Belgium,61.0,79.0,45.0,71.0,76.0,59.0,54.0,41.0,41.0,68.0,62.0,23.0,13.0,14.0,10.0,11.0,15.0,56.0,12.0,65.0,43.0,49.0,20.0,41.0,51.0,62.0,47.0,56.0,16.0,81.0,48.0,18.0,60.0,53.0,47.0,ST ,Forward
A. Bradley,18,England,61.0,66.0,62.0,55.0,78.0,59.0,48.0,42.0,42.0,61.0,41.0,47.0,12.0,13.0,13.0,8.0,13.0,56.0,48.0,60.0,64.0,49.0,48.0,53.0,58.0,61.0,75.0,62.0,60.0,62.0,64.0,50.0,37.0,48.0,46.0,CM ,Midfielder
R. Kadima,19,France,61.0,70.0,64.0,65.0,67.0,62.0,41.0,65.0,59.0,59.0,52.0,41.0,5.0,8.0,10.0,14.0,7.0,63.0,64.0,70.0,61.0,50.0,58.0,47.0,55.0,60.0,67.0,55.0,59.0,70.0,60.0,63.0,66.0,55.0,48.0,CAM CM ,Midfielder
D. Gape,22,England,61.0,55.0,69.0,63.0,68.0,64.0,55.0,52.0,46.0,58.0,42.0,43.0,11.0,16.0,11.0,15.0,8.0,60.0,63.0,62.0,62.0,54.0,63.0,56.0,40.0,59.0,65.0,59.0,64.0,55.0,67.0,63.0,62.0,54.0,44.0,CDM CM ,Midfielder
J. Flores,21,England,61.0,68.0,58.0,73.0,75.0,65.0,60.0,45.0,44.0,62.0,44.0,44.0,14.0,9.0,15.0,13.0,9.0,49.0,59.0,62.0,58.0,41.0,37.0,49.0,60.0,57.0,66.0,54.0,54.0,68.0,63.0,56.0,59.0,61.0,42.0,LM CM ,Midfielder
T. Nobile,20,Italy,61.0,32.0,23.0,28.0,23.0,14.0,23.0,14.0,13.0,9.0,7.0,14.0,62.0,60.0,56.0,57.0,64.0,10.0,8.0,30.0,20.0,6.0,9.0,16.0,7.0,56.0,15.0,23.0,12.0,17.0,23.0,12.0,57.0,28.0,5.0,GK ,GoalKeeper
J. Schmidt,23,United States,61.0,60.0,64.0,49.0,50.0,48.0,41.0,36.0,31.0,44.0,24.0,35.0,7.0,12.0,6.0,9.0,8.0,54.0,58.0,75.0,49.0,34.0,60.0,42.0,31.0,49.0,51.0,41.0,56.0,63.0,67.0,60.0,80.0,39.0,30.0,LB CB ,Back
T. Malacia,17,Netherlands,61.0,78.0,68.0,68.0,76.0,54.0,53.0,61.0,36.0,65.0,33.0,36.0,9.0,9.0,12.0,8.0,8.0,44.0,56.0,64.0,31.0,27.0,62.0,46.0,47.0,57.0,49.0,27.0,60.0,75.0,64.0,64.0,61.0,38.0,29.0,LB ,Back
S. Kobayashi,23,Japan,61.0,76.0,53.0,63.0,72.0,60.0,42.0,58.0,38.0,58.0,50.0,35.0,14.0,9.0,14.0,7.0,8.0,43.0,43.0,70.0,51.0,37.0,36.0,40.0,60.0,47.0,62.0,46.0,45.0,76.0,70.0,37.0,59.0,57.0,36.0,CF CM RM ,Midfielder
E. Martínez,23,Argentina,61.0,84.0,31.0,71.0,70.0,64.0,46.0,52.0,42.0,68.0,61.0,41.0,14.0,12.0,10.0,11.0,15.0,53.0,16.0,69.0,40.0,41.0,15.0,47.0,60.0,46.0,42.0,58.0,21.0,86.0,64.0,15.0,55.0,54.0,48.0,RM LM ,Midfielder
L. Summerfield,29,England,61.0,63.0,45.0,71.0,65.0,64.0,68.0,57.0,57.0,49.0,52.0,56.0,15.0,10.0,15.0,10.0,12.0,49.0,50.0,63.0,65.0,58.0,44.0,64.0,57.0,59.0,61.0,58.0,49.0,65.0,73.0,46.0,72.0,63.0,50.0,CM ,Midfielder
T. Conechny,19,Argentina,61.0,78.0,29.0,84.0,85.0,61.0,45.0,37.0,38.0,58.0,63.0,39.0,10.0,8.0,14.0,8.0,8.0,64.0,12.0,83.0,33.0,53.0,18.0,59.0,60.0,58.0,53.0,58.0,14.0,82.0,63.0,15.0,39.0,42.0,47.0,ST ,Forward
J. Musa,25,New Zealand,61.0,66.0,72.0,49.0,65.0,55.0,55.0,31.0,29.0,55.0,32.0,34.0,10.0,15.0,15.0,15.0,8.0,59.0,58.0,61.0,63.0,34.0,54.0,40.0,37.0,56.0,59.0,45.0,59.0,54.0,76.0,61.0,73.0,49.0,26.0,CB CM CDM ,Midfielder
Hwang Soon Min,26,Korea Republic,61.0,57.0,54.0,76.0,79.0,57.0,55.0,52.0,47.0,63.0,58.0,52.0,12.0,8.0,16.0,9.0,9.0,56.0,64.0,77.0,59.0,43.0,45.0,57.0,67.0,57.0,64.0,50.0,44.0,79.0,69.0,40.0,58.0,65.0,46.0,CAM CM ,Midfielder
N. Gómez,19,Mexico,61.0,71.0,38.0,73.0,67.0,65.0,50.0,53.0,46.0,62.0,66.0,36.0,6.0,8.0,10.0,8.0,6.0,35.0,27.0,54.0,56.0,54.0,32.0,46.0,58.0,45.0,61.0,57.0,35.0,64.0,69.0,27.0,42.0,54.0,43.0,CAM RW ,Forward
A. Tanaka,18,Japan,61.0,71.0,48.0,77.0,75.0,63.0,58.0,56.0,60.0,62.0,43.0,49.0,10.0,14.0,12.0,12.0,6.0,47.0,52.0,62.0,53.0,43.0,46.0,56.0,58.0,71.0,63.0,54.0,43.0,66.0,70.0,45.0,58.0,64.0,48.0,CM ,Midfielder
F. Cernuto,25,Italy,61.0,61.0,57.0,62.0,58.0,48.0,60.0,30.0,34.0,41.0,30.0,25.0,9.0,7.0,15.0,9.0,9.0,61.0,58.0,76.0,40.0,27.0,58.0,37.0,30.0,54.0,55.0,58.0,57.0,61.0,58.0,64.0,72.0,35.0,31.0,CB ,Back
F. Musaev,28,Uzbekistan,61.0,70.0,71.0,65.0,62.0,62.0,43.0,40.0,51.0,56.0,53.0,43.0,16.0,14.0,9.0,9.0,11.0,44.0,54.0,60.0,55.0,20.0,60.0,42.0,52.0,63.0,59.0,61.0,62.0,62.0,55.0,66.0,63.0,48.0,16.0,CB CM CDM ,Midfielder
K. Steindórsson,27,Iceland,61.0,73.0,43.0,78.0,78.0,62.0,54.0,63.0,62.0,63.0,52.0,54.0,15.0,7.0,10.0,14.0,9.0,37.0,17.0,60.0,50.0,55.0,28.0,60.0,60.0,55.0,56.0,51.0,27.0,70.0,67.0,21.0,56.0,56.0,48.0,CAM LW ,Forward
P. Wilson,20,Sweden,61.0,84.0,40.0,75.0,73.0,57.0,60.0,40.0,44.0,59.0,60.0,33.0,8.0,12.0,9.0,14.0,13.0,54.0,17.0,69.0,35.0,51.0,12.0,48.0,63.0,55.0,48.0,54.0,14.0,82.0,68.0,18.0,65.0,50.0,52.0,ST ,Forward
S. Otsuki,28,Japan,61.0,64.0,72.0,71.0,63.0,60.0,52.0,43.0,64.0,59.0,61.0,57.0,15.0,8.0,6.0,10.0,10.0,59.0,36.0,65.0,33.0,66.0,23.0,63.0,59.0,63.0,58.0,79.0,21.0,63.0,68.0,27.0,72.0,54.0,62.0,ST CF ,GoalKeeper
Diego Parras,21,Spain,61.0,62.0,60.0,53.0,60.0,59.0,53.0,58.0,33.0,65.0,21.0,32.0,13.0,7.0,11.0,5.0,12.0,51.0,59.0,61.0,30.0,27.0,55.0,36.0,58.0,57.0,62.0,28.0,64.0,64.0,62.0,62.0,58.0,35.0,30.0,RB ,Back
A. Mac Allister,18,Argentina,61.0,71.0,41.0,59.0,71.0,62.0,62.0,55.0,47.0,66.0,54.0,44.0,7.0,10.0,14.0,15.0,10.0,38.0,23.0,62.0,48.0,48.0,35.0,48.0,52.0,61.0,59.0,58.0,41.0,66.0,55.0,38.0,48.0,63.0,38.0,CAM ,Midfielder
J. Roberts,23,England,61.0,79.0,56.0,71.0,63.0,58.0,53.0,56.0,62.0,62.0,50.0,63.0,16.0,15.0,14.0,11.0,12.0,48.0,46.0,63.0,39.0,55.0,46.0,52.0,54.0,54.0,58.0,59.0,54.0,81.0,70.0,46.0,60.0,57.0,52.0,LM ,Midfielder
A. Jezawi,28,Saudi Arabia,61.0,79.0,33.0,77.0,75.0,60.0,62.0,57.0,53.0,60.0,60.0,43.0,12.0,11.0,9.0,12.0,12.0,33.0,26.0,72.0,53.0,49.0,16.0,56.0,60.0,59.0,60.0,60.0,17.0,75.0,52.0,20.0,38.0,48.0,48.0,LM ,Midfielder
N. Low,25,Scotland,61.0,67.0,67.0,75.0,85.0,64.0,64.0,57.0,58.0,61.0,48.0,56.0,13.0,6.0,10.0,15.0,14.0,47.0,54.0,57.0,60.0,42.0,54.0,41.0,52.0,57.0,64.0,54.0,51.0,64.0,68.0,53.0,37.0,61.0,37.0,CM ,Midfielder
B. Clarke,31,Republic of Ireland,61.0,54.0,43.0,50.0,52.0,23.0,47.0,14.0,15.0,14.0,14.0,15.0,59.0,59.0,59.0,59.0,64.0,13.0,20.0,55.0,22.0,12.0,15.0,12.0,15.0,54.0,23.0,23.0,15.0,55.0,30.0,15.0,48.0,51.0,15.0,GK ,GoalKeeper
Wanderson,28,Brazil,61.0,74.0,62.0,73.0,67.0,62.0,58.0,56.0,45.0,64.0,61.0,52.0,12.0,10.0,7.0,10.0,8.0,51.0,56.0,76.0,53.0,58.0,55.0,55.0,55.0,57.0,56.0,62.0,57.0,74.0,69.0,59.0,69.0,54.0,53.0,LB LM ST ,Forward
L. Grorud,33,Norway,61.0,35.0,77.0,52.0,47.0,57.0,57.0,24.0,34.0,43.0,45.0,32.0,10.0,6.0,7.0,13.0,13.0,61.0,55.0,75.0,35.0,41.0,53.0,37.0,38.0,59.0,42.0,60.0,57.0,33.0,54.0,61.0,81.0,34.0,20.0,CB ,Back
L. Stulac,22,Slovenia,61.0,70.0,60.0,72.0,70.0,58.0,51.0,55.0,52.0,54.0,43.0,48.0,13.0,5.0,12.0,13.0,15.0,51.0,62.0,63.0,57.0,65.0,60.0,47.0,52.0,55.0,64.0,61.0,58.0,71.0,61.0,62.0,70.0,57.0,48.0,CDM ,Midfielder
J. Joronen,24,Finland,61.0,50.0,36.0,28.0,29.0,17.0,25.0,13.0,13.0,15.0,12.0,14.0,63.0,61.0,55.0,60.0,59.0,16.0,22.0,38.0,14.0,11.0,11.0,21.0,13.0,54.0,21.0,12.0,12.0,30.0,26.0,13.0,46.0,27.0,11.0,GK ,GoalKeeper
Navas,22,Spain,61.0,70.0,57.0,59.0,67.0,42.0,50.0,47.0,43.0,71.0,30.0,41.0,11.0,12.0,12.0,14.0,11.0,57.0,59.0,57.0,41.0,36.0,62.0,46.0,46.0,56.0,39.0,35.0,71.0,73.0,60.0,69.0,28.0,42.0,37.0,RB ,Back
T. Figueroa,25,Argentina,61.0,33.0,58.0,34.0,33.0,61.0,51.0,36.0,41.0,58.0,61.0,33.0,11.0,9.0,11.0,15.0,11.0,66.0,23.0,34.0,27.0,54.0,28.0,61.0,61.0,62.0,54.0,63.0,26.0,50.0,59.0,26.0,82.0,52.0,57.0,ST ,Forward
M. Greve,22,Denmark,61.0,63.0,58.0,68.0,57.0,60.0,56.0,48.0,38.0,61.0,62.0,46.0,16.0,9.0,12.0,13.0,13.0,48.0,46.0,59.0,61.0,49.0,41.0,54.0,64.0,54.0,62.0,56.0,50.0,66.0,65.0,48.0,62.0,55.0,51.0,CM RM ,Midfielder
E. Cedillo,21,Mexico,61.0,62.0,47.0,47.0,72.0,36.0,48.0,33.0,32.0,39.0,21.0,34.0,6.0,11.0,8.0,13.0,12.0,58.0,59.0,70.0,40.0,21.0,59.0,46.0,27.0,54.0,53.0,39.0,65.0,56.0,54.0,66.0,68.0,30.0,27.0,CB ,Back
T. Christensen,33,Denmark,61.0,32.0,66.0,34.0,32.0,44.0,67.0,31.0,23.0,32.0,29.0,21.0,16.0,6.0,11.0,9.0,16.0,62.0,53.0,69.0,48.0,40.0,57.0,30.0,24.0,59.0,38.0,48.0,59.0,33.0,61.0,64.0,82.0,45.0,32.0,CB ,Back
J. Stephens,23,England,61.0,38.0,27.0,37.0,46.0,26.0,37.0,9.0,14.0,21.0,18.0,7.0,62.0,61.0,53.0,59.0,63.0,8.0,23.0,44.0,28.0,7.0,7.0,23.0,7.0,56.0,35.0,12.0,21.0,42.0,34.0,22.0,49.0,55.0,8.0,GK ,GoalKeeper
A. Troshechkin,21,Russia,61.0,59.0,62.0,56.0,59.0,57.0,55.0,48.0,49.0,58.0,52.0,44.0,12.0,16.0,10.0,14.0,13.0,58.0,55.0,58.0,62.0,43.0,54.0,46.0,44.0,54.0,69.0,56.0,63.0,55.0,60.0,56.0,71.0,59.0,39.0,CDM ,Midfielder
J. Anyon,30,England,61.0,50.0,30.0,44.0,55.0,25.0,46.0,19.0,11.0,14.0,20.0,11.0,65.0,54.0,57.0,54.0,66.0,12.0,22.0,54.0,21.0,16.0,14.0,31.0,16.0,59.0,27.0,26.0,15.0,60.0,35.0,11.0,68.0,22.0,13.0,GK ,GoalKeeper
K. Sekiguchi,31,Japan,61.0,76.0,33.0,78.0,84.0,66.0,45.0,56.0,40.0,60.0,49.0,31.0,11.0,6.0,7.0,13.0,11.0,38.0,15.0,39.0,52.0,32.0,26.0,47.0,61.0,57.0,57.0,53.0,23.0,75.0,65.0,27.0,38.0,44.0,36.0,RM ,Midfielder
T. Hagn,22,Germany,61.0,69.0,52.0,61.0,57.0,48.0,56.0,54.0,36.0,56.0,37.0,25.0,7.0,9.0,7.0,7.0,13.0,53.0,57.0,68.0,58.0,20.0,55.0,30.0,38.0,61.0,56.0,47.0,60.0,72.0,76.0,63.0,76.0,39.0,23.0,LB ,Back
H. Middleton,22,England,61.0,60.0,52.0,60.0,56.0,64.0,67.0,35.0,33.0,60.0,31.0,39.0,16.0,15.0,14.0,12.0,11.0,50.0,43.0,66.0,65.0,52.0,50.0,38.0,55.0,48.0,68.0,50.0,49.0,53.0,65.0,52.0,60.0,67.0,39.0,CDM CM ,Midfielder
R. Caballuci,24,Argentina,61.0,72.0,29.0,59.0,78.0,61.0,36.0,60.0,48.0,62.0,59.0,39.0,14.0,7.0,14.0,11.0,7.0,43.0,19.0,59.0,51.0,56.0,25.0,52.0,53.0,59.0,62.0,60.0,31.0,74.0,63.0,35.0,41.0,46.0,52.0,RM LW LM ,Midfielder
T. Nichols,23,England,61.0,73.0,35.0,86.0,71.0,60.0,48.0,41.0,42.0,59.0,64.0,42.0,8.0,6.0,15.0,10.0,12.0,50.0,16.0,51.0,42.0,56.0,12.0,70.0,61.0,61.0,49.0,61.0,13.0,76.0,73.0,11.0,50.0,48.0,56.0,LW ST ,Forward
T. Moore,20,England,61.0,66.0,73.0,56.0,58.0,60.0,50.0,52.0,36.0,54.0,26.0,30.0,7.0,10.0,8.0,7.0,9.0,61.0,58.0,72.0,68.0,41.0,61.0,43.0,30.0,56.0,64.0,45.0,57.0,63.0,60.0,63.0,68.0,56.0,30.0,CB RWB RB ,Back
Luong Xuan Truong,22,Vietnam,61.0,66.0,54.0,66.0,52.0,58.0,55.0,40.0,38.0,57.0,48.0,36.0,9.0,7.0,7.0,10.0,9.0,43.0,57.0,72.0,66.0,54.0,42.0,44.0,45.0,54.0,67.0,55.0,42.0,67.0,72.0,46.0,58.0,67.0,35.0,CDM CM ,Midfielder
S. Villa,21,Colombia,61.0,74.0,31.0,81.0,70.0,53.0,43.0,62.0,39.0,66.0,55.0,35.0,9.0,10.0,6.0,8.0,13.0,35.0,26.0,46.0,52.0,40.0,24.0,50.0,54.0,52.0,57.0,54.0,26.0,77.0,54.0,23.0,41.0,56.0,38.0,RM LM ,Midfielder
